"","V1_v_high","V1_v_low","V1_v_med","V1_v_vhigh","V2_v_high","V2_v_low","V2_v_med","V2_v_vhigh","V3_v_2","V3_v_3","V3_v_4","V3_v_5more","V4_v_2","V4_v_4","V4_v_more","V5_v_big","V5_v_med","V5_v_small","V6_v_high","V6_v_low","V6_v_med","V7"
"687",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"688",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"689",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"690",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"692",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"693",1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"694",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"695",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"696",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,"acc"
"698",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"699",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"701",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"702",1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"703",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"704",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"705",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"707",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"709",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"710",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"711",1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"712",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"713",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"715",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"716",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,"acc"
"717",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"acc"
"719",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"720",1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"acc"
"721",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"722",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"723",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"724",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"725",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"726",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,"acc"
"727",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"729",1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"acc"
"731",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"732",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"733",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"734",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"737",1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"739",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"740",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"741",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"acc"
"743",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,"acc"
"746",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"acc"
"747",1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"748",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"749",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"750",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"752",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,"acc"
"753",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"acc"
"756",1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"757",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"758",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"759",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"760",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"761",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"763",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"764",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"765",1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"766",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"767",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"770",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"772",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"774",1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"775",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"776",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"777",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"778",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"780",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"781",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"783",1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"784",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"787",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"788",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"789",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"790",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"791",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"792",1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"793",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"794",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"795",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"796",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"797",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"799",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"800",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"801",1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"802",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"803",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"805",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"807",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"809",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"810",1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"811",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"812",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"813",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"814",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"815",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"816",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,"unacc"
"817",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,"unacc"
"818",1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"821",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"822",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,"acc"
"823",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"825",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,"acc"
"826",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,"unacc"
"827",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"828",1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,"acc"
"830",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"831",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"832",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,"unacc"
"833",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"835",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"836",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,"acc"
"837",1,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,"acc"
"838",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"839",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"840",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"841",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"842",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"843",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"844",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"845",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"846",1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"847",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"848",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1,"unacc"
"849",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,"acc"
"850",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"851",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,"acc"
"852",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,"acc"
"854",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,"acc"
"855",1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,"acc"
"856",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"857",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"858",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"859",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,"unacc"
"860",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,"acc"
"861",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,"acc"
"863",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,1,"acc"
"864",1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"866",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"867",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"869",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"870",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"871",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"872",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"873",0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"875",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"876",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"877",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"878",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"879",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,"acc"
"880",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"881",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1,"acc"
"882",0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"883",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"884",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"885",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"886",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"887",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,1,"unacc"
"888",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"889",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"890",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"891",0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"893",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"895",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"896",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"897",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"899",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"900",0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"901",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"902",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"903",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"904",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"905",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"906",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"907",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"908",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"909",0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,"acc"
"910",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"911",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"912",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,0,"acc"
"913",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"914",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"915",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"916",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"918",0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,"acc"
"919",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
"920",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,"unacc"
"921",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,"unacc"
"922",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,"unacc"
"923",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,"unacc"
"926",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,"unacc"
"927",0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,"unacc"
"928",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,"unacc"
"929",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,"unacc"
"930",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,"acc"
"931",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,"unacc"
"935",0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,"acc"
"937",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,"unacc"
"938",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,"unacc"
"939",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,"acc"
"941",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,"acc"
"942",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,"acc"
"943",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,"unacc"
"945",0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,"acc"
"946",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,"unacc"
"947",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,1,"unacc"
"948",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,"unacc"
"949",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,1,0,"unacc"
"950",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,1,"unacc"
"951",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,"unacc"
"952",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,"unacc"
"953",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,"unacc"
"954",0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,"unacc"
"955",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,"unacc"
"957",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,0,"acc"
"958",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,"unacc"
"959",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,"acc"
"960",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,0,"acc"
"961",0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,"unacc"
"964",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,"unacc"
"965",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,"unacc"
"966",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,"acc"
"968",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,1,"acc"
"969",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,"acc"
"970",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,"unacc"
"971",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,"acc"
"972",0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,"acc"
"973",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"974",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,"unacc"
"975",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"976",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,"unacc"
"977",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,"unacc"
"979",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"980",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"981",0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"982",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"983",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,"unacc"
"984",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,"acc"
"985",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"986",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,"unacc"
"987",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,"acc"
"989",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,"acc"
"990",0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,"acc"
"991",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"993",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,"unacc"
"994",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"996",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,"acc"
"997",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"998",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,"acc"
"999",0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,"acc"
"1000",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,"unacc"
"1002",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,"unacc"
"1005",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,"unacc"
"1006",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,"unacc"
"1007",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,"unacc"
"1008",0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,"unacc"
"1009",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,"unacc"
"1011",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,"acc"
"1012",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,"unacc"
"1014",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,1,0,0,"acc"
"1015",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,"unacc"
"1016",0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,"acc"
"1018",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,"unacc"
"1019",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,"unacc"
"1021",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,"unacc"
"1022",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,"acc"
"1023",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,"acc"
"1024",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,1,0,"unacc"
"1025",0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,"acc"
"1027",0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,"unacc"
