"","V1","V2","V3","V4","V5","V6","V7"
"1587","low","med","4","more","small","high","good"
"1588","low","med","4","more","med","low","unacc"
"1589","low","med","4","more","med","med","good"
"1590","low","med","4","more","med","high","vgood"
"1591","low","med","4","more","big","low","unacc"
"1592","low","med","4","more","big","med","good"
"1593","low","med","4","more","big","high","vgood"
"1594","low","med","5more","2","small","low","unacc"
"1595","low","med","5more","2","small","med","unacc"
"1596","low","med","5more","2","small","high","unacc"
"1597","low","med","5more","2","med","low","unacc"
"1598","low","med","5more","2","med","med","unacc"
"1599","low","med","5more","2","med","high","unacc"
"1601","low","med","5more","2","big","med","unacc"
"1603","low","med","5more","4","small","low","unacc"
"1604","low","med","5more","4","small","med","acc"
"1605","low","med","5more","4","small","high","good"
"1606","low","med","5more","4","med","low","unacc"
"1608","low","med","5more","4","med","high","vgood"
"1611","low","med","5more","4","big","high","vgood"
"1612","low","med","5more","more","small","low","unacc"
"1613","low","med","5more","more","small","med","acc"
"1614","low","med","5more","more","small","high","good"
"1615","low","med","5more","more","med","low","unacc"
"1616","low","med","5more","more","med","med","good"
"1617","low","med","5more","more","med","high","vgood"
"1618","low","med","5more","more","big","low","unacc"
"1619","low","med","5more","more","big","med","good"
"1620","low","med","5more","more","big","high","vgood"
"1622","low","low","2","2","small","med","unacc"
"1623","low","low","2","2","small","high","unacc"
"1624","low","low","2","2","med","low","unacc"
"1625","low","low","2","2","med","med","unacc"
"1626","low","low","2","2","med","high","unacc"
"1627","low","low","2","2","big","low","unacc"
"1628","low","low","2","2","big","med","unacc"
"1630","low","low","2","4","small","low","unacc"
"1631","low","low","2","4","small","med","acc"
"1632","low","low","2","4","small","high","good"
"1633","low","low","2","4","med","low","unacc"
"1634","low","low","2","4","med","med","acc"
"1636","low","low","2","4","big","low","unacc"
"1639","low","low","2","more","small","low","unacc"
"1640","low","low","2","more","small","med","unacc"
"1641","low","low","2","more","small","high","unacc"
"1643","low","low","2","more","med","med","acc"
"1644","low","low","2","more","med","high","good"
"1645","low","low","2","more","big","low","unacc"
"1646","low","low","2","more","big","med","good"
"1647","low","low","2","more","big","high","vgood"
"1648","low","low","3","2","small","low","unacc"
"1649","low","low","3","2","small","med","unacc"
"1650","low","low","3","2","small","high","unacc"
"1651","low","low","3","2","med","low","unacc"
"1652","low","low","3","2","med","med","unacc"
"1653","low","low","3","2","med","high","unacc"
"1654","low","low","3","2","big","low","unacc"
"1655","low","low","3","2","big","med","unacc"
"1656","low","low","3","2","big","high","unacc"
"1657","low","low","3","4","small","low","unacc"
"1658","low","low","3","4","small","med","acc"
"1660","low","low","3","4","med","low","unacc"
"1661","low","low","3","4","med","med","acc"
"1662","low","low","3","4","med","high","good"
"1663","low","low","3","4","big","low","unacc"
"1664","low","low","3","4","big","med","good"
"1666","low","low","3","more","small","low","unacc"
"1667","low","low","3","more","small","med","acc"
"1668","low","low","3","more","small","high","good"
"1669","low","low","3","more","med","low","unacc"
"1670","low","low","3","more","med","med","good"
"1671","low","low","3","more","med","high","vgood"
"1672","low","low","3","more","big","low","unacc"
"1674","low","low","3","more","big","high","vgood"
"1676","low","low","4","2","small","med","unacc"
"1678","low","low","4","2","med","low","unacc"
"1680","low","low","4","2","med","high","unacc"
"1683","low","low","4","2","big","high","unacc"
"1684","low","low","4","4","small","low","unacc"
"1686","low","low","4","4","small","high","good"
"1687","low","low","4","4","med","low","unacc"
"1688","low","low","4","4","med","med","good"
"1690","low","low","4","4","big","low","unacc"
"1692","low","low","4","4","big","high","vgood"
"1693","low","low","4","more","small","low","unacc"
"1694","low","low","4","more","small","med","acc"
"1695","low","low","4","more","small","high","good"
"1696","low","low","4","more","med","low","unacc"
"1697","low","low","4","more","med","med","good"
"1698","low","low","4","more","med","high","vgood"
"1699","low","low","4","more","big","low","unacc"
"1700","low","low","4","more","big","med","good"
"1701","low","low","4","more","big","high","vgood"
"1702","low","low","5more","2","small","low","unacc"
"1703","low","low","5more","2","small","med","unacc"
"1705","low","low","5more","2","med","low","unacc"
"1707","low","low","5more","2","med","high","unacc"
"1708","low","low","5more","2","big","low","unacc"
"1709","low","low","5more","2","big","med","unacc"
"1710","low","low","5more","2","big","high","unacc"
"1711","low","low","5more","4","small","low","unacc"
"1712","low","low","5more","4","small","med","acc"
"1713","low","low","5more","4","small","high","good"
"1714","low","low","5more","4","med","low","unacc"
"1716","low","low","5more","4","med","high","vgood"
"1717","low","low","5more","4","big","low","unacc"
"1720","low","low","5more","more","small","low","unacc"
"1722","low","low","5more","more","small","high","good"
"1723","low","low","5more","more","med","low","unacc"
"1724","low","low","5more","more","med","med","good"
"1725","low","low","5more","more","med","high","vgood"
"1726","low","low","5more","more","big","low","unacc"
"1727","low","low","5more","more","big","med","good"
"1728","low","low","5more","more","big","high","vgood"
